Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.254056930541992,23.36675804792094,22.98357310237455,23.006113899079324,38409100
2010-01-05,23.261564254760742,23.36675318441677,23.021134872242104,23.17891755019006,49749600
2010-01-06,23.118816375732422,23.351732223086227,22.930980691366194,23.20146310236423,58182400
2010-01-07,22.87838363647461,23.066219293808317,22.683034380878873,23.013624105974117,50559700
2010-01-08,23.03616714477539,23.20146202342483,22.720603152391927,22.75065754836772,51197400
2010-01-11,22.743139266967773,23.111296943439314,22.630438171406638,23.07372895620415,68754700
2010-01-12,22.592872619628906,22.84081562981994,22.47265791366188,22.65297997261242,65912100
2010-01-13,22.803255081176758,22.930983419062287,22.547798405405697,22.735634112115434,51863500
2010-01-14,23.261564254760742,23.36675318441677,22.73562533876926,22.773191892385736,63228100
2010-01-15,23.18642807006836,23.471937565646453,23.073725558033246,23.351722890342838,79913200
2010-01-19,23.366756439208984,23.471943950444583,23.05119247242983,23.10378622804763,46575700
2010-01-20,22.983570098876953,23.246540293777805,22.773193656341817,23.148864953893813,54849500
2010-01-21,22.547786712646484,23.081239155191174,22.540273116305748,22.998592461586995,73086700
2010-01-22,21.758878707885742,22.690544694498293,21.668718407937515,22.540275617155075,102004600
2010-01-25,22.029359817504883,22.28481635834132,21.864064998816815,21.969252480429954,63373000
2010-01-26,22.16459846496582,22.427568563876378,21.85654822806458,21.939196341940633,66639900
2010-01-27,22.29233741760254,22.405038533213933,21.8039649612382,22.051907988812246,63949500
2010-01-28,21.909151077270508,22.44260509223015,21.70628822229688,22.420064297320074,117513700
2010-01-29,21.17283821105957,22.4801743800517,20.782139650283295,22.46514718162049,193888500
2010-02-01,21.345640182495117,21.39823392788855,20.97748253166901,21.33061298864783,85931100
2010-02-02,21.383207321166992,21.413261709686786,21.142777945297137,21.3155878131417,54413700
2010-02-03,21.510936737060547,21.631152864387353,21.127753294794108,21.232940793998843,61397900
2010-02-04,20.917381286621094,21.413267363552297,20.894840489279677,21.323105607259123,77850000
2010-02-05,21.05262565612793,21.247974956618048,20.714520821996448,21.037598456150384,80960100
2010-02-08,20.82720947265625,21.097693177843933,20.714508406518654,21.04509944251784,52820600
2010-02-09,21.045103073120117,21.29304603462551,20.849753856014043,21.01504868599362,59195800
2010-02-10,21.030078887939453,21.21791453513406,20.91737778623714,21.060133279365274,48591300
2010-02-11,21.127756118774414,21.33813114530305,20.812192145909076,20.985000612863992,65993700
2010-02-12,20.985002517700195,21.08267644130128,20.722032277596863,20.894840760237834,81117200
2010-02-16,21.400165557861328,21.41526302176314,21.151063162575042,21.234096334488203,51935600
2010-02-17,21.581335067749023,21.626626028626173,21.407718517908545,21.536044106871874,45882900
2010-02-18,21.86817741394043,21.91346980977432,21.520944351188472,21.581332772526792,42856500
2010-02-19,21.717214584350586,21.83044273351155,21.656826142146468,21.73231205484512,44451800
2010-02-22,21.687009811401367,21.84553030017955,21.626621396574766,21.77004442170296,36707100
2010-02-23,21.385080337524414,21.762508512517627,21.20391498630058,21.649280347974507,52266200
2010-02-24,21.611520767211914,21.732299018946573,21.422806818550438,21.528487608846618,43165900
2010-02-25,21.588882446289062,21.62662467135573,21.15106601255714,21.339780017437686,48735300
2010-02-26,21.641721725463867,21.777596036756034,21.52094487982051,21.626624259815056,40370600
2010-03-01,21.905921936035156,21.928566695066436,21.536042660863817,21.717207931982006,43805400
2010-03-02,21.483211517333984,22.117290980902347,21.317143634884847,21.95122309845321,93123900
2010-03-03,21.483211517333984,21.596441124222398,21.400178295996547,21.520955199554876,48442100
2010-03-04,21.611520767211914,21.626618228650393,21.339773660185145,21.483195224531183,42890600
2010-03-05,21.581335067749023,21.64927222895159,21.453009478785695,21.63417476206798,56001800
2010-03-08,21.611520767211914,21.837978369469585,21.513390147408142,21.528487608846618,39414500
2010-03-09,21.7398624420166,21.973868948638675,21.551148353319324,21.558697089640123,50271600
2010-03-10,21.86817741394043,21.97385823111264,21.73985183862481,21.7851442344587,44891400
2010-03-11,22.02669906616211,22.034247799193956,21.777596635205644,21.807790127559418,35349700
2010-03-12,22.09463882446289,22.177672018039914,21.921022263614645,22.132381054291194,31700200
2010-03-15,22.10973358154297,22.170122005728608,21.89837337700643,22.026698958372613,37512000
2010-03-16,22.170122146606445,22.260704063573698,22.04179656442483,22.207864372047197,36723500
2010-03-17,22.36638641357422,22.54755315108809,22.19276984987838,22.26825575054686,50385700
2010-03-18,22.351293563842773,22.434326770589852,22.26825891732169,22.366389594304238,43845200
2010-03-19,22.33619499206543,22.57020001007891,22.155029677496223,22.46452060319036,81332100
2010-03-22,22.34374237060547,22.41922827370433,22.18522183012048,22.26825646750661,37718200
2010-03-23,22.555097579956055,22.57019504612653,22.200315763591675,22.336190079578685,42026600
2010-03-24,22.381481170654297,22.53245295370445,22.343738944778572,22.43432086278976,33987700
2010-03-25,22.653234481811523,23.07595354595445,22.49471393289922,22.517360136964957,73168700
2010-03-26,22.38903045654297,22.796653416977936,22.336190763102955,22.71361879027296,55595500
2010-03-29,22.33619499206543,22.509811571889173,22.306000053083594,22.426776929463063,33336000
2010-03-30,22.472064971923828,22.54000213165977,22.268253492716003,22.366384145793667,34954800
2010-03-31,22.10973358154297,22.43432046168228,22.01915022537771,22.37393203749664,63760000
2010-04-01,22.011594772338867,22.29844077947802,21.60397339347423,22.155017775908444,74768100
2010-04-05,22.09463882446289,22.215415687641997,21.91347352969423,21.988957989350837,34331200
2010-04-06,22.13237953186035,22.328642280969422,21.875728355315694,22.004053943588023,47366800
2010-04-07,22.155019760131836,22.313538799505977,21.996499280984402,22.011596743717167,58318800
2010-04-08,22.585289001464844,22.630579953162265,22.11727770134684,22.132375165170448,63713800
2010-04-09,22.90233039855957,22.955170086450142,22.570193366395756,22.60793702901296,54752500
2010-04-12,22.887239456176758,23.0155650660999,22.804204814528276,22.83439975322733,37068800
2010-04-13,22.985368728637695,23.023110957576684,22.743813568197435,22.75891103568253,41374600
2010-04-14,23.264663696289062,23.400538018372433,23.14388684105355,23.24201893579096,68941200
2010-04-15,23.30240821838379,23.36279664821722,23.181629918943187,23.264664549879306,52745400
2010-04-16,23.15143394470215,23.385438905276157,23.098594254228043,23.242017299638892,88703100
2010-04-19,23.43073272705078,23.589251808109918,23.219372512531596,23.22692124588303,64970300
2010-04-20,23.672285079956055,23.732673503536613,23.498667102360063,23.56660425885989,52199500
2010-04-21,23.649641036987305,23.777966628765242,23.574155140687274,23.649641036987305,55343100
2010-04-22,23.694929122924805,23.8006099408275,23.325049859699234,23.43073067760193,84847600
2010-04-23,23.370344161987305,23.838355577429255,23.136339174153207,23.491122462564057,126766600
2010-04-26,23.48357391357422,23.611899509158867,23.2948598871129,23.400539281203635,63649300
2010-04-27,23.287309646606445,23.589251781454326,23.21182375295106,23.362795540261832,68730900
2010-04-28,23.332603454589844,23.400540623193926,23.11369592002301,23.34015218885406,64557900
2010-04-29,23.400541305541992,23.725129689498818,23.151438826654598,23.34770160392556,52665200
2010-04-30,23.05330467224121,23.460926194345443,23.03820720555529,23.453377461002482,63214800
