Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2010-01-04,38.923946380615234,38.985864786467424,38.383571079604295,38.68190287442606,27809100
2010-01-05,39.075923919677734,39.09280997626672,38.726933964782745,38.94646128948153,30174700
2010-01-06,39.41366195678711,39.74014006589126,39.0308955551357,39.09281396529413,35044700
2010-01-07,39.289833068847656,39.43618178411672,39.07593152503284,39.346121366606674,27192100
2010-01-08,39.132205963134766,39.26167286719618,38.963341129665466,39.22790075940638,24891800
2010-01-11,39.57128143310547,39.69511397844323,39.20540103202547,39.36864011233876,30685000
2010-01-12,39.374244689941406,39.3967608572682,39.13220125932813,39.244782095962094,31496700
2010-01-13,39.21664810180664,39.42491949395198,38.98586482980016,39.379887145187396,24884400
2010-01-14,39.22227478027344,39.25604689162538,39.036519578796224,39.14347032410506,18630800
2010-01-15,38.90143966674805,39.22791783254331,38.64251004045179,39.205401652710314,29411900
2010-01-19,38.991493225097656,39.0365255768334,38.513036297839335,38.69316141026087,26081900
2010-01-20,38.29351043701172,38.64813485253781,38.23722214241885,38.591842263423345,34629500
2010-01-21,37.54484939575195,38.36104438797611,37.432272849351364,38.344158335468016,39114000
2010-01-22,37.207122802734375,37.79253040745817,37.150834518428795,37.44353617353029,39085500
2010-01-25,37.06639862060547,37.57863186688584,36.976338227837886,37.46042518571052,29305100
2010-01-26,37.10580062866211,37.567371411988454,36.869387267706806,36.948191721358576,34083300
2010-01-27,36.891910552978516,37.18461225233583,36.587948618345074,36.95945908107088,35723500
2010-01-28,36.565425872802734,37.06639888954664,36.34589856409566,37.06639888954664,37349800
2010-01-29,36.2671012878418,37.049520167488595,36.03631370020132,36.672383874756704,40880500
2010-02-01,37.252166748046875,37.38163370733353,36.78496568323795,37.02137912765133,37703000
2010-02-02,37.69121170043945,37.78127639553902,37.415396087108846,37.56174906938512,34057900
2010-02-03,37.48857116699219,37.8431955427577,37.46605499277524,37.6461800919897,24024700
2010-02-04,36.43033981323242,37.34785144358845,36.407823637119684,37.30281909136299,33858200
2010-02-05,36.47536849975586,36.531656787120085,35.77738214123261,36.419075917870586,42297500
2010-02-08,36.4583740234375,37.104256309681965,36.452707176003614,36.77565264166393,30519400
2010-02-09,36.93996047973633,37.22890924720161,36.57735996950262,36.88897180917489,36243300
2010-02-10,36.74165344238281,36.95128355815022,36.3507274461379,36.87196498948965,21699100
2010-02-11,36.962615966796875,37.09859437213449,36.49237136325329,36.65100851360902,23555200
2010-02-12,36.71331787109375,36.90594739331794,36.418702419703465,36.611336264464285,30636200
2010-02-16,37.55183792114258,37.60849342147023,36.871963272135616,37.075926531345225,30514900
2010-02-17,37.25723648071289,37.64816256110336,37.1495879761292,37.58584019766425,21821800
2010-02-18,37.37053680419922,37.444188520553546,37.02493264143183,37.27988887041986,22536700
2010-02-19,37.31954574584961,37.52917151062668,37.070256379588,37.16090430752308,24264600
2010-02-22,37.05326461791992,37.46119114901307,36.968279203519224,37.449857455072845,20469700
2010-02-23,36.79266357421875,37.143930449900196,36.34507754379708,36.973963861759444,33372900
2010-02-24,37.13824462890625,37.319544802731926,36.69632140282763,36.83229977509971,21469600
2010-02-25,36.90594482421875,36.92294103705108,36.46969284555573,36.605666870750696,25668800
2010-02-26,36.82664489746094,37.05327126902994,36.781318758639436,36.97395268736157,20129700
2010-03-01,37.05326461791992,37.132583185350505,36.877626942148424,37.03060155257722,18798600
2010-03-02,37.10425567626953,37.27422651607988,36.91162609218661,37.200574790849004,24823900
2010-03-03,37.07025146484375,37.37619628582002,37.0419215596928,37.262880987752894,22279800
2010-03-04,37.05326461791992,37.18357184046828,36.87196441771605,37.02493470560711,21961100
2010-03-05,37.65949249267578,37.68781808615526,37.26856212882958,37.37054377493997,26837900
